store_token,transaction_id,receipt_token,transaction_time,amount,user_role
5bd44da2-81e3-404c-a327-d118ce3ad2dc,cac1ad12-e4c9-4261-a668-8f8d859c4b6d,4JEdfryiAmP4ZHpOZI,20241027T062450.000,$713.65,Clerk
099cea46-2406-48e9-86e3-df66b4570f28,839f563d-3c9e-4d6a-a7a5-7e09ce697b4d,0UzFbyRBlwn6lrrC4j,20241027T073939.000,$617.35,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,48b671e0-f1ae-41c6-acf7-615b52fe300d,DgZYihad,20241027T130812.000,$823.84,Supervisor
926b0f75-18ed-4f00-9482-17d1f0018c26,73dde4d5-b1cc-4e7c-a634-884abcf253c7,S5xDVfLgGiO0zeLKdB,20241027T101518.000,$261.73,Supervisor
399c6ffe-8418-4ba8-ac16-aa675044f5af,1cf26428-4e5c-48b6-a506-3000a3930ce8,uCroe8miXXLgjgk,20241027T202920.000,$407.10,Admin
c50b2512-d8c6-4763-a8cb-8ab25f90caa5,976358e4-a03a-4652-a2a7-70b6a8c1f5e5,CtDq2hfkZRt,20241027T071353.000,$856.71,Manager
edb34e1d-9e1f-4f19-bf82-801142ca1a86,8899be6e-16c5-4b57-adb9-ce2f4e3363ba,9wzGdRtq0lb8,20241027T185428.000,$556.39,Admin
edb34e1d-9e1f-4f19-bf82-801142ca1a86,205cd11c-f139-4517-989a-4480d765eef7,60ebem5PCZif5,20241027T160702.000,$942.33,Cashier
5bd44da2-81e3-404c-a327-d118ce3ad2dc,cac1ad12-e4c9-4261-a668-8f8d859c4b6d,4JEdfryiAmP4ZHpOZI,20241027T062450.000,$344.69,Clerk
INVALID_TOKEN,not-a-uuid,AB,NOT_A_TIMESTAMP,NOT_MONEY,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
